,Label,Title,Topic,Type,Category,Date/Time,Page,Kennziffer,Aktivität,Ort,User,Code,Referrer,Link,Benutzernamen.Column2,Status,Abfrage,Eingabe 1,Eingabe 2,Eingabe 3,Eingabe 4,Eingabe 5,Eingabe 6,Eingabe 7,Eingabe 8,Eingabe 9,Eingabe 10,Task,ResponsTask,Aufgabenniveau,Test,Testergebnis 1,Testergebnis 2
2578,ks1a2b1_1a,kraft als vektor einzeichnen 1d,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:42,KS1a2B1_1A: Kraft als Vektor einzeichnen 1D,KS1a2B1_1A, Kraft als Vektor einzeichnen 1D,ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d,LBenutzer HE1021-921,HE1021-921,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d/,GI18IN,,,,,,,,,,,,,,,,,,
2579,ks1a,,,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:46,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,FR19CA,,,,,,,,,,,,,,,,,,
2580,ks1a2k1_1a,betraege von vektorpfeilen vergleichen anhand von zeichnungen,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:48,KS1a2K1_1A: BetrÃ¤ge von Vektorpfeilen vergleichen anhand von Zeichnungen,KS1a2K1_1A, BetrÃ¤ge von Vektorpfeilen vergleichen anhand von Zeichnungen,ks1a2k1_1a-betraege-von-vektorpfeilen-vergleichen-anhand-von-zeichnungen,LBenutzer HE1021-926,HE1021-926,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2k1_1a-betraege-von-vektorpfeilen-vergleichen-anhand-von-zeichnungen/,BA05ZE,,,,,,,,,,,,,,,,,,
2581,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:49,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,FR19CA,,,,,,,,,,,,,,,,,,
2582,ks1a1k4_1a,situation konstruieren kraft wird ausgeuebt kann aber nicht identifiziert werden,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:52,"KS1a1K4_1A: Situation konstruieren, Kraft wird ausgeÃ¼bt kann aber nicht identifiziert werden",KS1a1K4_1A," Situation konstruieren, Kraft wird ausgeÃ¼bt kann aber nicht identifiziert werden",ks1a1k4_1a-situation-konstruieren-kraft-wird-ausgeuebt-kann-aber-nicht-identifiziert-werden,LBenutzer HE1021-929,HE1021-929,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k4_1a-situation-konstruieren-kraft-wird-ausgeuebt-kann-aber-nicht-identifiziert-werden/,RU19YV,,,,,,,,,,,,,,,,,,
2583,ks1a,,,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:52,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,FR19CA,,,,,,,,,,,,,,,,,,
2584,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:53,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b3_1a-identifizieren-durch-verformung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,RI09JI,,,,,,,,,,,,,,,,,,
2585,ks1a1k1_1a,keine aussage ueber kraft,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:55,KS1a1K1_1A: Keine Aussage Ã¼ber Kraft,KS1a1K1_1A, Keine Aussage Ã¼ber Kraft,ks1a1k1_1a-keine-aussage-ueber-kraft,LBenutzer HE1021-927,HE1021-927,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,ST01MA,,,,,,,,,,,,,,,,,,
2586,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:56,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,FR19CA,,,,,,,,,,,,,,,,,,
2587,ks1a1b4_1a,situation konstruieren kraftwirkung erkennbar,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:02:59,"KS1a1B4_1A: Situation konstruieren, Kraftwirkung erkennbar",KS1a1B4_1A," Situation konstruieren, Kraftwirkung erkennbar",ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar/,RI09JI,,,,,,,,,,,,,,,,,,
2588,ks1a1k1_1a,keine aussage ueber kraft,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:01,KS1a1K1_1A: Keine Aussage Ã¼ber Kraft,KS1a1K1_1A, Keine Aussage Ã¼ber Kraft,ks1a1k1_1a-keine-aussage-ueber-kraft,LBenutzer HE1021-934,HE1021-934,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,KA16LY,,,,,,,,,,,,,,,,,,
2589,ks1c1ue4_1,Eishockeypuck auf dem Eis,Kraft und Wirkung,Üben Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:02,"KS1c1Ãœ4_1: Zeitpunkt der KraftausÃ¼bung angeben, BewegungsÃ¤nderung",KS1c1U4_1," Zeitpunkt der KraftausÃ¼bung angeben, BewegungsÃ¤nderung",ks1c1ue4_1-zeitpunkt-der-kraftausuebung-angeben-bewegungsaenderung,LBenutzer HE1021-938,HE1021-938,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c1ue4_1-zeitpunkt-der-kraftausuebung-angeben-bewegungsaenderung/,HA12BE,,,,,,,,,,,,,,,,,,
2590,Startseite,,,,,13/10/2021 12:03:03,Startseite,Startseite,,startseite,LBenutzer HE1021-930,HE1021-930,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/,BA05SA,,,,,,,,,,,,,,,,,,
2591,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:17,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-921,HE1021-921,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,GI18IN,,,,,,,,,,,,,,,,,,
2592,ks1a1k2_1a,verformung und bewegungsaenderung,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:19,KS1a1K2_1A: Verformung und BewegungsÃ¤nderung,KS1a1K2_1A, Verformung und BewegungsÃ¤nderung,ks1a1k2_1a-verformung-und-bewegungsaenderung,LBenutzer HE1021-932,HE1021-932,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k2_1a-verformung-und-bewegungsaenderung/,FR14AN,,,,,,,,,,,,,,,,,,
2593,ks1a2b1_1a,kraft als vektor einzeichnen 1d,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:33,KS1a2B1_1A: Kraft als Vektor einzeichnen 1D,KS1a2B1_1A, Kraft als Vektor einzeichnen 1D,ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d,LBenutzer HE1021-923,HE1021-923,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d/,HA05AN,,,,,,,,,,,,,,,,,,
2594,ks1a2b2_1a,kraft als vektor einzeichnen 2d,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:35,KS1a2B2_1A: Kraft als Vektor einzeichnen 2D,KS1a2B2_1A, Kraft als Vektor einzeichnen 2D,ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d,LBenutzer HE1021-921,HE1021-921,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d/,GI18IN,,,,,,,,,,,,,,,,,,
2595,ks1a1k2_1a,verformung und bewegungsaenderung,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:36,KS1a1K2_1A: Verformung und BewegungsÃ¤nderung,KS1a1K2_1A, Verformung und BewegungsÃ¤nderung,ks1a1k2_1a-verformung-und-bewegungsaenderung,LBenutzer HE1021-929,HE1021-929,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k2_1a-verformung-und-bewegungsaenderung/,RU19YV,,,,,,,,,,,,,,,,,,
2596,Startseite,,,,,13/10/2021 12:03:39,Startseite,Startseite,,startseite,LBenutzer HE1021-930,HE1021-930,,https://lenvi.l3hrit.de/,BA05SA,,,,,,,,,,,,,,,,,,
2597,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,13/10/2021 12:03:41,KS1a2: Kraft als Vektor,KS1a2, Kraft als Vektor,ks1a2-kraft-als-vektor,LBenutzer HE1021-921,HE1021-921,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,GI18IN,,,,,,,,,,,,,,,,,,
